Date,Open,High,Low,Close,Adj Close,Volume
2010-01-05,113.260002,113.680000,112.849998,113.629997,89.095596,111579900
2010-01-06,113.519997,113.989998,113.430000,113.709999,89.158348,116074400
2010-01-07,113.500000,114.330002,113.180000,114.190002,89.534691,131091100
2010-01-08,113.889999,114.620003,113.660004,114.570000,89.832664,126402800
2010-01-11,115.080002,115.129997,114.239998,114.730003,89.958122,106375700
2010-01-12,113.970001,114.209999,113.220001,113.660004,89.119125,163333500
2010-01-13,113.949997,114.940002,113.370003,114.620003,89.871834,161822000
2010-01-14,114.489998,115.139999,114.419998,114.930000,90.114883,115718800
2010-01-15,114.730003,114.839996,113.199997,113.639999,89.103439,212283100
2010-01-19,113.620003,115.129997,113.589996,115.059998,90.216850,139172700
2010-01-20,114.279999,114.449997,112.980003,113.889999,89.299469,216490200
2010-01-21,113.919998,114.269997,111.559998,111.699997,87.582329,344859600
2010-01-22,111.199997,111.739998,109.089996,109.209999,85.629959,345942400
2010-01-25,110.209999,110.410004,109.410004,109.769997,86.069061,186937500
2010-01-26,109.339996,110.470001,109.040001,109.309998,85.708359,211168800
2010-01-27,109.169998,110.080002,108.330002,109.830002,86.116089,271863600
2010-01-28,110.190002,110.250000,107.910004,108.570000,85.128128,316104000
2010-01-29,109.040001,109.800003,107.220001,107.389999,84.202911,310677600
2010-02-01,108.150002,109.070000,107.500000,109.059998,85.512352,187865000
2010-02-02,109.260002,110.589996,108.879997,110.379997,86.547325,216327900
2010-02-03,109.879997,110.480003,109.510002,109.830002,86.116089,172730700
2010-02-04,108.980003,109.029999,106.419998,106.440002,83.458031,356715700
2010-02-05,106.559998,106.879997,104.580002,106.660004,83.630524,493585800
2010-02-08,106.739998,107.330002,105.809998,105.889999,83.026779,224166900
2010-02-09,107.129997,108.150002,106.269997,107.220001,84.069626,337820500
2010-02-10,107.050003,107.599998,106.110001,107.010002,83.904961,240511500
2010-02-11,106.870003,108.250000,106.250000,108.129997,84.783150,223591600
2010-02-12,106.989998,108.099998,106.510002,108.040001,84.712585,304622100
2010-02-16,108.860001,109.849998,107.820000,109.739998,86.045532,159317500
2010-02-17,110.269997,110.410004,109.739998,110.260002,86.453239,168845100
2010-02-18,110.080002,111.139999,110.040001,110.910004,86.962883,193708600
2010-02-19,110.620003,111.570000,110.360001,111.139999,87.143234,222684900
2010-02-22,111.550003,111.580002,110.830002,111.160004,87.158913,132346900
2010-02-23,110.860001,111.199997,109.519997,109.809998,86.100388,207497000
2010-02-24,110.139999,111.000000,109.860001,110.820000,86.892349,176350700
2010-02-25,109.239998,110.750000,108.940002,110.669998,86.774727,259634700
2010-02-26,110.769997,111.120003,110.110001,110.739998,86.829597,173589300
2010-03-01,111.199997,112.000000,111.169998,111.889999,87.731277,147709700
2010-03-02,112.370003,112.739998,112.000000,112.199997,87.974365,160992400
2010-03-03,112.489998,112.970001,112.019997,112.300003,88.052757,150785000
2010-03-04,112.449997,112.800003,112.029999,112.639999,88.319351,135770400
2010-03-05,113.370003,114.339996,113.099998,114.250000,89.581734,176118800
2010-03-08,114.260002,114.519997,114.070000,114.269997,89.597420,114631200
2010-03-09,113.930000,114.989998,113.870003,114.459999,89.746376,154556700
2010-03-10,114.510002,115.279999,114.410004,114.970001,90.146286,186088800
2010-03-11,114.699997,115.480003,114.349998,115.449997,90.522629,160791100
2010-03-12,115.949997,115.970001,115.139999,115.459999,90.530495,162074800
2010-03-15,115.260002,115.570000,114.599998,115.489998,90.553993,146816800
2010-03-16,115.809998,116.519997,115.489998,116.410004,91.275368,168673000
2010-03-17,116.760002,117.480003,116.419998,117.099998,91.816399,177468100
2010-03-18,117.110001,117.269997,116.570000,117.040001,91.769348,196509100
2010-03-19,115.970001,117.290001,115.519997,115.970001,91.304832,226641100
2010-03-22,115.309998,116.800003,115.239998,116.589996,91.792953,184477800
2010-03-23,116.760002,117.510002,116.379997,117.410004,92.438545,182941600
2010-03-24,116.970001,117.430000,115.580002,116.839996,91.989777,196072600
2010-03-25,117.629997,118.169998,116.510002,116.650002,91.840187,223396300
2010-03-26,116.870003,117.419998,116.120003,116.580002,91.785088,205808500
2010-03-29,117.169998,117.529999,116.690002,117.320000,92.367691,134513500
2010-03-30,117.459999,117.830002,116.910004,117.400002,92.430695,145772500
2010-03-31,116.949997,117.519997,116.610001,117.000000,92.115753,161078700
2010-04-01,117.800003,118.250000,117.099998,117.800003,92.745598,161215200
2010-04-05,118.250000,118.839996,117.919998,118.760002,93.501404,105847600
2010-04-06,118.419998,119.250000,118.290001,119.040001,93.721878,110384200
2010-04-07,118.800003,119.360001,117.809998,118.360001,93.186485,184576300
2010-04-08,117.949997,118.970001,117.599998,118.769997,93.509293,158704000
2010-04-09,119.019997,119.599998,118.800003,119.550003,94.123398,133006500
2010-04-12,119.699997,120.050003,119.559998,119.739998,94.272972,110279000
2010-04-13,119.620003,120.040001,119.000000,119.830002,94.343849,125043600
2010-04-14,120.269997,121.190002,120.080002,121.190002,95.414612,161609000
2010-04-15,120.989998,121.570000,120.949997,121.290001,95.493340,144615300
2010-04-16,120.860001,121.290001,118.750000,119.360001,93.973831,366786700
2010-04-19,119.010002,119.930000,118.470001,119.809998,94.328110,217947800
2010-04-20,120.559998,120.980003,119.870003,120.879997,95.170532,157708000
2010-04-21,120.949997,121.230003,119.989998,120.660004,94.997330,192910100
2010-04-22,119.809998,121.169998,119.120003,121.019997,95.280746,115360300
2010-04-23,120.940002,121.860001,120.629997,121.809998,95.902740,177335500
2010-04-26,121.849998,122.120003,121.230003,121.349998,95.540550,143457300
2010-04-27,120.650002,121.339996,118.250000,118.480003,93.280998,355853300
2010-04-28,119.050003,119.680000,118.269997,119.379997,93.989555,300674100
2010-04-29,120.099998,121.110001,120.070000,120.860001,95.154800,193775000
2010-04-30,120.879997,121.010002,118.779999,118.809998,93.540771,270000900
2010-05-03,119.379997,120.680000,119.199997,120.349998,94.753250,182747900
2010-05-04,119.010002,119.029999,116.919998,117.519997,92.525146,360353400
2010-05-05,116.559998,117.800003,115.970001,116.820000,91.974052,328973200
2010-05-06,116.260002,117.000000,105.000000,112.940002,88.919273,647356600
2010-05-07,112.639999,113.769997,109.410004,111.260002,87.596550,637558800
2010-05-10,115.809998,116.650002,114.910004,116.160004,91.454399,396159600
2010-05-11,115.070000,117.360001,114.910004,115.830002,91.194611,317849800
2010-05-12,116.290001,117.620003,116.089996,117.449997,92.470039,235607100
2010-05-13,117.129997,117.680000,115.889999,115.989998,91.320541,234452500
2010-05-14,115.120003,115.330002,112.870003,113.889999,89.667206,345601400
2010-05-17,114.199997,114.519997,111.769997,113.949997,89.714455,325739800
2010-05-18,114.879997,115.220001,112.029999,112.400002,88.494110,360556800
2010-05-19,111.769997,112.769997,110.360001,111.760002,87.990196,394742700
2010-05-20,109.379997,109.889999,107.470001,107.540001,84.667770,530418300
2010-05-21,105.910004,109.379997,105.360001,109.110001,85.903831,500909400
2010-05-24,108.519997,109.389999,107.610001,107.709999,84.801598,269823000
2010-05-25,105.110001,107.870003,104.379997,107.820000,84.888222,396505200
2010-05-26,108.480003,109.470001,106.849998,107.169998,84.376442,349719300
2010-05-27,109.190002,110.800003,108.779999,110.760002,87.202919,300870500
2010-05-28,110.639999,110.720001,108.849998,109.370003,86.108543,297933500
2010-06-01,108.349998,109.949997,107.370003,107.529999,84.659904,277909400
2010-06-02,108.080002,110.339996,107.510002,110.330002,86.864357,240243700
2010-06-03,110.650002,111.059998,109.580002,110.709999,87.163521,226618300
2010-06-04,108.610001,109.330002,106.459999,106.820000,84.100876,398475600
2010-06-07,107.199997,107.610001,105.410004,105.489998,83.053764,264609100
2010-06-08,105.570000,106.830002,104.650002,106.620003,83.943459,357774300
2010-06-09,107.239998,108.279999,105.599998,106.050003,83.494621,268023300
2010-06-10,107.860001,109.279999,106.040001,109.150002,85.935318,317890600
2010-06-11,108.190002,109.750000,108.120003,109.680000,86.352592,214128200
2010-06-14,110.519997,111.120003,109.400002,109.510002,86.218773,207196100
2010-06-15,110.279999,112.099998,110.089996,112.000000,88.179161,238268700
2010-06-16,111.419998,112.419998,111.199997,111.959999,88.147675,216374000
2010-06-17,112.279999,112.330002,111.050003,112.139999,88.289406,263185800
2010-06-18,111.830002,112.129997,111.370003,111.730003,88.385139,174006600
2010-06-21,113.120003,113.199997,110.790001,111.410004,88.131989,213140700
2010-06-22,111.410004,111.900002,109.410004,109.570000,86.676430,239355400
2010-06-23,109.639999,110.029999,108.480003,109.230003,86.407471,254639900
2010-06-24,108.690002,108.830002,107.139999,107.419998,84.975647,268523600
2010-06-25,107.739998,108.419998,106.769997,107.870003,85.331635,238726500
2010-06-28,108.029999,108.320000,107.139999,107.529999,85.062691,169218600
2010-06-29,106.019997,107.510002,103.550003,104.209999,82.436356,373649500
2010-06-30,103.919998,104.879997,102.879997,103.220001,81.653221,284101700
2010-07-01,103.150002,103.489998,101.129997,102.760002,81.289322,382924800
2010-07-02,103.110001,103.419998,101.620003,102.199997,80.846306,233385200
2010-07-06,103.639999,104.370003,101.879997,102.870003,81.376350,256935300
2010-07-07,103.129997,106.239998,103.019997,106.110001,83.939377,253769400
2010-07-08,107.000000,107.279999,105.910004,107.160004,84.770004,210842100
2010-07-09,107.129997,107.970001,106.930000,107.959999,85.402824,144999900
2010-07-12,107.599998,108.239998,107.150002,108.029999,85.458199,131283600
2010-07-13,109.150002,110.089996,108.930000,109.660004,86.747643,213025900
2010-07-14,109.309998,110.080002,108.860001,109.650002,86.739746,184426800
2010-07-15,109.610001,110.059998,108.169998,109.680000,86.763435,232337900
2010-07-16,109.089996,109.209999,106.449997,106.660004,84.374451,282693400
2010-07-19,107.050003,107.629997,106.220001,107.290001,84.872810,186709000
2010-07-20,105.870003,108.559998,105.820000,108.480003,85.814171,258162400
2010-07-21,109.040001,109.070000,106.629997,107.070000,84.698799,264527000
2010-07-22,108.339996,109.940002,108.330002,109.459999,86.589409,274781300
2010-07-23,109.239998,110.570000,108.930000,110.410004,87.340927,222020800
2010-07-26,110.599998,111.669998,110.290001,111.559998,88.250656,184445700
2010-07-27,112.169998,112.290001,111.110001,111.550003,88.242744,204855600
2010-07-28,111.320000,111.660004,110.459999,110.830002,87.673180,163056200
2010-07-29,111.519997,111.820000,109.410004,110.290001,87.246002,220149100
2010-07-30,109.169998,110.860001,108.980003,110.269997,87.230164,220070600
2010-08-02,111.989998,112.940002,111.540001,112.760002,89.199898,188263200
2010-08-03,112.480003,112.769997,111.849998,112.220001,88.772743,146657300
2010-08-04,112.529999,113.110001,112.160004,112.970001,89.366043,158171700
2010-08-05,112.250000,112.910004,112.080002,112.849998,89.271126,140473800
2010-08-06,111.739998,112.570000,110.919998,112.389999,88.907211,239728300
2010-08-09,112.919998,113.180000,112.320000,112.989998,89.381851,120800400
2010-08-10,112.029999,112.980003,111.370003,112.379997,88.899307,242916300
2010-08-11,110.650002,110.690002,109.120003,109.300003,86.462845,273406900
2010-08-12,107.650002,109.019997,107.599998,108.629997,85.932846,239542600
2010-08-13,108.290001,108.959999,108.180000,108.309998,85.679680,158698500
2010-08-16,107.570000,108.610001,107.180000,108.260002,85.640152,147895300
2010-08-17,109.190002,110.389999,108.879997,109.589996,86.692253,172270300
2010-08-18,109.540001,110.379997,108.910004,109.790001,86.850456,182922100
2010-08-19,109.220001,109.489998,107.430000,107.879997,85.339561,265847600
2010-08-20,107.559998,107.940002,106.750000,107.529999,85.062691,209714200
2010-08-23,108.040001,108.570000,107.070000,107.120003,84.738342,163490300
2010-08-24,105.949997,106.389999,104.970001,105.529999,83.480560,280677800
2010-08-25,104.949997,106.339996,104.290001,105.940002,83.804886,272234800
2010-08-26,106.440002,106.580002,104.879997,105.230003,83.243256,224439500
2010-08-27,105.889999,106.970001,104.309998,106.860001,84.532654,272649000
2010-08-30,106.580002,106.910004,105.300003,105.309998,83.306519,167238600
2010-08-31,104.919998,105.980003,104.489998,105.309998,83.306519,273933100
2010-09-01,106.730003,108.610001,106.660004,108.459999,85.798347,256828100
2010-09-02,108.720001,109.489998,108.489998,109.470001,86.597313,156112200
2010-09-03,110.540001,110.989998,109.949997,110.889999,87.720634,212197300
2010-09-07,110.370003,110.510002,109.550003,109.639999,86.731812,141973700
2010-09-08,109.860001,110.849998,109.809998,110.410004,87.340927,149924400
2010-09-09,111.650002,111.680000,110.620003,110.919998,87.744370,147017900
2010-09-10,111.120003,111.610001,110.870003,111.480003,88.187363,127819000
2010-09-13,112.580002,112.949997,112.129997,112.720001,89.168266,178503500
2010-09-14,112.500000,113.290001,112.080002,112.650002,89.112900,209823600
2010-09-15,112.320000,113.209999,111.980003,113.080002,89.453072,168608400
2010-09-16,112.730003,113.120003,112.349998,113.050003,89.429329,199962900
2010-09-17,113.040001,113.150002,112.180000,112.489998,89.462723,195836900
2010-09-20,112.879997,114.459999,112.519997,114.209999,90.830612,214555200
2010-09-21,114.300003,114.839996,113.510002,113.980003,90.647713,268389100
2010-09-22,113.800003,114.440002,113.099998,113.419998,90.202339,191322400
2010-09-23,112.489998,113.669998,112.180000,112.500000,89.470695,202354300
2010-09-24,113.750000,114.900002,113.650002,114.820000,91.315765,209671800
2010-09-27,114.860001,114.989998,114.160004,114.269997,90.878326,128761800
2010-09-28,114.419998,115.040001,113.180000,114.669998,91.196442,209207500
2010-09-29,114.379997,114.910004,114.019997,114.470001,91.037407,179665800
2010-09-30,115.050003,115.790001,113.589996,114.129997,90.767014,287106700
2010-10-01,114.989998,115.120003,113.930000,114.610001,91.148750,174638700
2010-10-04,114.370003,114.849998,113.180000,113.750000,90.464813,166153200
2010-10-05,114.800003,116.320000,114.669998,116.040001,92.286049,229634100
2010-10-06,116.019997,116.330002,115.559998,116.029999,92.278061,148626600
2010-10-07,116.500000,116.529999,115.190002,115.889999,92.166733,164860000
2010-10-08,116.050003,116.860001,115.610001,116.540001,92.683662,177760100
2010-10-11,116.720001,116.970001,116.250000,116.650002,92.771156,103098300
2010-10-12,116.269997,117.349998,115.650002,117.010002,93.057487,182210000
2010-10-13,117.660004,118.550003,117.379997,117.919998,93.781181,194347200
2010-10-14,117.809998,118.010002,116.720001,117.459999,93.415344,217764300
2010-10-15,118.279999,118.349998,116.760002,117.699997,93.606186,243705000
2010-10-18,117.739998,118.669998,117.309998,118.279999,94.067490,141204800
2010-10-19,117.190002,117.849998,116.019997,116.730003,92.834785,280604700
2010-10-20,116.940002,118.440002,116.870003,117.870003,93.741425,200051800
2010-10-21,118.400002,119.089996,117.209999,118.129997,93.948196,221585500
2010-10-22,118.309998,118.529999,118.000000,118.349998,94.123154,108212400
2010-10-25,119.139999,119.760002,118.610001,118.699997,94.401512,151145700
2010-10-26,118.099998,118.839996,117.870003,118.720001,94.417435,158982900
2010-10-27,117.889999,118.510002,117.260002,118.379997,94.146973,190024000
2010-10-28,119.059998,119.110001,117.830002,118.400002,94.162903,168576000
2010-10-29,118.279999,118.720001,118.070000,118.489998,94.234482,144305500
2010-11-01,119.070000,119.750000,117.849998,118.529999,94.266327,174074800
2010-11-02,119.419998,119.750000,119.099998,119.470001,95.013885,158345900
2010-11-03,119.680000,120.019997,118.449997,119.949997,95.395630,226702800
2010-11-04,121.279999,122.320000,119.970001,122.260002,97.232750,215039400
2010-11-05,122.339996,122.919998,122.180000,122.720001,97.598595,180654100
2010-11-08,122.339996,122.690002,121.940002,122.489998,97.415665,156107100
2010-11-09,122.820000,122.949997,121.120003,121.610001,96.715797,186621600
2010-11-10,121.580002,122.160004,120.660004,122.099998,97.105522,221387400
2010-11-11,121.050003,121.820000,120.680000,121.639999,96.739693,158017600
2010-11-12,120.820000,121.349998,119.650002,120.199997,95.594452,239068800
2010-11-15,120.580002,121.050003,119.980003,120.029999,95.459236,163940800
2010-11-16,119.290001,119.489998,117.589996,118.160004,93.972031,299566200
2010-11-17,118.209999,118.709999,117.860001,118.220001,94.019768,172308900
2010-11-18,119.360001,120.389999,119.349998,119.959999,95.403572,197723700
2010-11-19,119.900002,120.339996,119.250000,120.290001,95.666023,156852900
2010-11-22,119.690002,120.239998,118.769997,120.190002,95.586517,181361000
2010-11-23,118.769997,119.019997,117.989998,118.449997,94.202660,222309000
2010-11-24,119.199997,120.230003,119.180000,120.199997,95.594452,140046100
2010-11-26,119.160004,119.809998,118.800003,118.800003,94.481026,76007800
2010-11-29,118.500000,119.480003,117.739998,119.160004,94.767326,223642300
2010-11-30,117.980003,119.169998,117.809998,118.489998,94.234482,233930700
2010-12-01,120.199997,121.239998,120.190002,121.010002,96.238632,221037200
2010-12-02,121.199997,122.650002,121.129997,122.559998,97.471336,191213600
2010-12-03,122.139999,123.029999,122.110001,122.889999,97.733780,151288900
2010-12-06,122.629997,123.040001,122.500000,122.760002,97.630424,103050500
2010-12-07,123.940002,124.010002,122.760002,122.830002,97.686111,206581000
2010-12-08,122.980003,123.379997,122.410004,123.279999,98.043945,138019200
2010-12-09,123.970001,124.019997,123.150002,123.760002,98.425682,123705100
2010-12-10,124.139999,124.599998,123.730003,124.480003,98.998322,117571700
2010-12-13,125.050003,125.199997,124.519997,124.559998,99.061958,133812700
2010-12-14,124.750000,125.230003,124.290001,124.669998,99.149429,147249600
2010-12-15,124.440002,124.930000,123.889999,124.099998,98.696129,160823100
2010-12-16,124.180000,124.910004,123.750000,124.820000,99.268730,185035200
2010-12-17,124.080002,124.459999,123.820000,124.300003,99.375038,141075300
2010-12-20,124.639999,124.900002,123.980003,124.599998,99.614891,119085500
2010-12-21,124.989998,125.470001,124.870003,125.389999,100.246468,94965500
2010-12-22,125.480003,125.820000,125.410004,125.779999,100.558289,78878100
2010-12-23,125.639999,125.779999,125.290001,125.599998,100.414360,70053700
2010-12-27,125.129997,125.769997,125.040001,125.650002,100.454353,58126000
2010-12-28,125.900002,125.949997,125.500000,125.830002,100.598236,55309100
2010-12-29,125.980003,126.199997,125.900002,125.919998,100.670181,58033100
2010-12-30,125.800003,126.129997,125.529999,125.720001,100.510315,76616900
2010-12-31,125.529999,125.870003,125.330002,125.750000,100.534271,91218900
2011-01-03,126.709999,127.599998,125.699997,127.050003,101.573608,138725200
2011-01-04,127.330002,127.370003,126.190002,126.980003,101.517662,137409700
2011-01-05,126.580002,127.720001,126.459999,127.639999,102.045303,133975300
2011-01-06,127.690002,127.830002,127.010002,127.389999,101.845428,122519000
2011-01-07,127.559998,127.769997,126.150002,127.139999,101.645576,156034600
2011-01-10,126.580002,127.160004,126.199997,126.980003,101.517662,122401700
2011-01-11,127.440002,127.739998,126.949997,127.430000,101.877419,110287000
2011-01-12,128.210007,128.720001,127.459999,128.580002,102.796822,107929200
2011-01-13,128.630005,128.690002,128.050003,128.369995,102.628937,129048400
2011-01-14,128.190002,129.330002,128.100006,129.300003,103.372459,117677900
2011-01-18,129.179993,129.639999,129.029999,129.520004,103.548309,114401300
2011-01-19,129.410004,129.539993,127.910004,128.250000,102.532982,151958400
2011-01-20,127.959999,128.399994,127.129997,128.080002,102.397087,175745700
2011-01-21,128.880005,129.169998,128.229996,128.369995,102.628937,151462900
2011-01-24,128.289993,129.250000,128.259995,129.100006,103.212547,113715500
2011-01-25,128.759995,129.279999,128.110001,129.169998,103.268509,167552200
2011-01-26,129.490005,130.050003,129.229996,129.669998,103.668266,141281500
2011-01-27,129.699997,130.210007,129.470001,129.990005,103.924118,123302700
2011-01-28,130.139999,130.350006,127.510002,127.720001,102.109276,295637300
2011-01-31,128.070007,128.779999,127.750000,128.679993,102.876747,149249200
2011-02-01,129.460007,130.970001,129.380005,130.740005,104.523651,167194300
2011-02-02,130.399994,130.839996,130.330002,130.490005,104.323830,118323600
2011-02-03,130.259995,130.979996,129.570007,130.779999,104.555687,145886700
2011-02-04,130.830002,131.199997,130.229996,131.149994,104.851479,134634800
2011-02-07,131.440002,132.399994,131.429993,131.970001,105.507057,112439100
2011-02-08,132.089996,132.639999,131.729996,132.570007,105.986717,99072800
2011-02-09,132.210007,132.630005,131.610001,132.270004,105.746887,146436700
2011-02-10,131.600006,132.470001,131.300003,132.320007,105.786858,162708500
2011-02-11,131.800003,133.279999,131.770004,133.110001,106.418457,137710300
2011-02-14,133.029999,133.539993,132.880005,133.429993,106.674286,101690700
2011-02-15,133.020004,133.220001,132.320007,133.009995,106.338478,119575400
2011-02-16,133.460007,134.009995,133.190002,133.850006,107.010086,130183500
2011-02-17,133.460007,134.429993,133.339996,134.250000,107.329826,109810500
2011-02-18,134.369995,134.690002,134.059998,134.529999,107.553688,130002400
2011-02-22,133.119995,134.559998,131.470001,131.830002,105.395119,233116400
2011-02-23,131.750000,132.070007,130.210007,131.020004,104.747566,227584000
2011-02-24,130.880005,131.440002,129.699997,130.929993,104.675591,260431400
2011-02-25,131.479996,132.410004,131.399994,132.330002,105.794853,141686900
2011-02-28,132.820007,133.320007,132.380005,133.149994,106.450424,141585500
2011-03-01,133.570007,133.690002,130.889999,130.929993,104.675591,258565500
2011-03-02,130.750000,131.820007,130.350006,131.210007,104.899460,200277400
2011-03-03,132.399994,133.619995,132.389999,133.470001,106.706261,176480100
2011-03-04,133.369995,133.630005,131.600006,132.470001,105.906761,277202300
2011-03-07,132.860001,133.160004,130.740005,131.429993,105.075340,216790400
2011-03-08,131.639999,133.000000,131.070007,132.580002,105.994728,174615000
2011-03-09,132.320007,132.800003,131.600006,132.389999,105.842812,153806000
2011-03-10,131.000000,131.179993,129.809998,129.940002,103.884087,301291800
2011-03-11,129.520004,131.309998,129.490005,130.839996,104.603630,225621800
2011-03-14,129.990005,130.479996,129.059998,130.050003,103.972046,234974100
2011-03-15,126.589996,129.330002,126.500000,128.559998,102.780815,359585400
2011-03-16,128.149994,128.570007,125.279999,126.180000,100.878059,468670300
2011-03-17,128.000000,128.389999,127.099998,127.849998,102.213203,254303700
2011-03-18,128.839996,128.880005,127.510002,127.760002,102.584969,230435400
2011-03-21,129.350006,130.009995,129.199997,129.740005,104.174774,153992600
2011-03-22,129.720001,129.889999,129.169998,129.289993,103.813461,129538600
2011-03-23,128.929993,130.000000,128.320007,129.660004,104.110573,148603100
2011-03-24,130.399994,131.089996,129.669998,130.899994,105.106216,159129800
2011-03-25,131.240005,131.869995,130.889999,131.300003,105.427422,155642800
2011-03-28,131.580002,131.919998,130.940002,130.979996,105.170456,109762400
2011-03-29,130.869995,131.899994,130.440002,131.860001,105.877060,129798800
2011-03-30,132.550003,133.160004,132.360001,132.770004,106.607765,135835000
2011-03-31,132.600006,132.960007,132.449997,132.589996,106.463234,132537100
2011-04-01,133.410004,133.770004,132.830002,133.149994,106.912872,153850100
2011-04-04,133.429993,133.669998,132.880005,133.259995,107.001205,100768900
2011-04-05,133.000000,133.830002,132.940002,133.240005,106.985146,120791500
2011-04-06,133.880005,134.000000,133.119995,133.660004,107.322395,120411600
2011-04-07,133.419998,133.979996,132.660004,133.320007,107.049355,170731500
2011-04-08,133.910004,133.990005,132.309998,132.860001,106.680016,147945400
2011-04-11,133.000000,133.449997,132.139999,132.460007,106.358841,121385400
2011-04-12,131.720001,131.979996,130.990005,131.470001,105.563889,161187400
2011-04-13,132.080002,132.179993,130.960007,131.460007,105.555893,162059000
2011-04-14,130.699997,131.759995,130.270004,131.559998,105.636177,161220400
2011-04-15,131.800003,132.369995,131.410004,132.039993,106.021599,170006700
2011-04-18,130.589996,132.029999,129.509995,130.559998,104.833229,210759300
2011-04-19,130.759995,131.350006,130.440002,131.309998,105.435440,124258800
2011-04-20,132.880005,133.389999,132.789993,133.100006,106.872696,156133800
2011-04-21,133.789993,133.839996,133.100006,133.779999,107.418732,135935400
2011-04-25,133.679993,133.860001,133.199997,133.639999,107.306343,65757100
2011-04-26,134.050003,135.059998,133.910004,134.789993,108.229675,146600000
2011-04-27,135.050003,135.869995,134.500000,135.669998,108.936302,143031000
2011-04-28,135.429993,136.289993,135.410004,136.110001,109.289627,124791100
2011-04-29,136.160004,136.570007,135.979996,136.429993,109.546562,115094100
2011-05-02,137.070007,137.179993,135.949997,136.220001,109.377922,126278700
2011-05-03,135.960007,136.190002,135.039993,135.729996,108.984459,138375000
2011-05-04,135.669998,135.729996,134.229996,134.830002,108.261833,182678500
2011-05-05,134.080002,134.949997,133.020004,133.610001,107.282196,226900000
2011-05-06,134.940002,135.630005,133.679993,134.199997,107.755966,222787200
2011-05-09,134.190002,135.110001,133.979996,134.720001,108.173500,114104500
2011-05-10,135.169998,136.110001,135.000000,135.869995,109.096916,114806900
2011-05-11,135.669998,135.690002,133.820007,134.440002,107.948685,193564200
2011-05-12,134.080002,135.360001,133.389999,135.080002,108.462540,171550700
2011-05-13,135.149994,135.339996,133.559998,134.039993,107.627502,157444900
2011-05-16,133.559998,134.610001,132.970001,133.190002,106.944977,141675400
2011-05-17,132.690002,133.350006,132.119995,133.169998,106.928932,192686200
2011-05-18,133.240005,134.500000,132.949997,134.360001,107.884460,135217900
2011-05-19,134.800003,135.029999,133.940002,134.679993,108.141396,119489500
2011-05-20,134.330002,134.679993,133.360001,133.610001,107.282196,182594900
2011-05-23,131.979996,132.720001,131.589996,132.059998,106.037659,168700000
2011-05-24,132.440002,132.729996,131.699997,131.949997,105.949333,147199600
2011-05-25,131.419998,132.940002,131.380005,132.389999,106.302589,151050100
2011-05-26,132.029999,133.240005,131.779999,133.000000,106.792442,164850000
2011-05-27,133.369995,133.869995,132.960007,133.509995,107.201920,120921900
2011-05-31,134.770004,134.919998,133.839996,134.899994,108.318024,164731200
2011-06-01,134.509995,134.919998,131.759995,131.869995,105.885086,233094300
2011-06-02,131.960007,132.240005,130.960007,131.729996,105.772682,200466800
2011-06-03,130.149994,131.419998,130.080002,130.419998,104.720818,234690200
2011-06-06,130.089996,130.360001,128.869995,129.039993,103.612747,179951200
2011-06-07,129.699997,130.070007,128.850006,128.960007,103.548492,161660500
